Temperature,Humidity,Rainfall,Crop,soil_moisture,soil_type,growth_stage,irrigation_required,water_required_mm
24.88921174,81.97927117,185.9461429,Rice,40,Sandy,Early,0,0
26.88444878,81.46033732,194.5766559,Rice,57,Loamy,Mid,0,0
22.67846116,83.72874389,200.9133156,Rice,24,Loamy,Mid,0,0
26.08867875,80.37979919,182.9043504,Rice,17,Clay,Early,0,0
25.42977518,82.94682591,195.3574542,Rice,23,Sandy,Late,0,0
26.40323239,81.05635517,223.3671883,Rice,32,Sandy,Early,0,0
26.04371967,84.96907151,186.7536773,Rice,49,Clay,Late,0,0
25.2827223,80.54372813,220.1156708,Rice,30,Sandy,Early,0,0
22.08576562,83.47038318,231.7364957,Rice,25,Loamy,Late,1,20
23.28617173,81.43321641,242.3170629,Rice,54,Clay,Early,0,0
25.48591986,81.40633547,182.6549356,Rice,27,Clay,Late,0,0
23.67575393,81.03569343,233.7034975,Rice,56,Sandy,Early,0,0
20.82477109,84.1341879,230.2242223,Rice,33,Clay,Early,0,0
26.92995077,81.91411159,290.6793783,Rice,35,Sandy,Late,0,0
23.83509503,83.88387074,241.2013513,Rice,34,Sandy,Mid,0,0
26.52872817,80.12267476,218.9163567,Rice,54,Sandy,Late,0,0
26.46428311,83.85642678,248.2256491,Rice,50,Sandy,Mid,0,0
22.69657794,82.81088865,256.9964761,Rice,38,Sandy,Early,0,0
22.68319059,83.46358271,194.2651719,Rice,24,Clay,Late,0,0
21.53346343,82.14004101,295.9248796,Rice,54,Loamy,Late,0,0
21.40865769,83.3293191,287.5766935,Rice,10,Loamy,Late,0,0
26.54348085,84.67353597,183.6222657,Rice,34,Clay,Mid,0,0
23.35905428,83.59512273,188.413665,Rice,16,Clay,Mid,0,0
22.61359953,63.69070564,87.75953857,Maize,18,Loamy,Early,0,0
26.10018422,71.57476937,102.2662445,Maize,33,Loamy,Mid,0,0
23.55882094,71.59351368,66.71995467,Maize,10,Loamy,Mid,0,0
19.97215954,57.68272924,60.65171481,Maize,53,Loamy,Early,0,0
18.47891261,62.69503871,65.43835393,Maize,17,Loamy,Late,0,0
21.77689322,57.80840636,102.0861694,Maize,33,Sandy,Late,0,0
25.6217169,66.50415474,105.4654703,Maize,20,Clay,Early,0,0
25.19192419,66.6902901,78.06639649,Maize,26,Sandy,Late,1,25
20.41683147,62.5542482,65.27798457,Maize,17,Loamy,Mid,0,0
24.92162194,66.78627406,109.2162279,Maize,44,Loamy,Early,0,0
23.31689124,73.4541537,94.29712821,Maize,44,Loamy,Early,0,0
24.84016732,68.3584573,74.05474936,Maize,42,Sandy,Early,0,0
22.27526694,58.84015925,63.87020584,Maize,14,Sandy,Late,0,0
18.87751445,65.76816093,94.76189431,Maize,51,Loamy,Early,0,0
25.19008683,60.2001687,72.12375573,Maize,48,Sandy,Early,0,0
18.25405352,55.28220433,63.72358154,Maize,50,Sandy,Early,0,0
24.6129118,70.4162444,104.1626147,Maize,37,Loamy,Late,0,0
25.1420613,65.26185135,76.68456006,Maize,16,Sandy,Mid,0,0
23.09348056,60.1159381,65.49730729,Maize,18,Clay,Early,0,0
18.05033737,62.89366992,84.23613484,Maize,17,Clay,Mid,0,0
24.9321581,73.80435276,79.74078719,Maize,21,Clay,Late,0,0
18.14710054,71.09445342,88.07753741,Maize,43,Clay,Late,0,0
18.28362235,66.65952796,80.97573281,Maize,42,Loamy,Late,0,0
18.83344471,58.75082029,79.7532896,Maize,57,Loamy,Late,0,0
25.71895816,67.22190688,74.51490791,Maize,32,Loamy,Mid,0,0
25.33797709,68.49835977,96.46380213,Maize,33,Clay,Early,0,0
23.89114571,57.48775781,102.8301942,Maize,46,Clay,Late,0,0
21.53574127,71.50905983,102.4852929,Maize,44,Sandy,Late,0,0
23.08974909,63.10459626,70.43473609,Maize,53,Sandy,Mid,0,0
25.61707368,63.4711755,108.8303762,Maize,49,Clay,Mid,0,0
21.44526922,63.1621551,65.88951188,Maize,31,Clay,Late,0,0
18.51816776,55.53128131,90.988051,Maize,36,Clay,Early,1,20
22.53510514,67.99257471,64.40866039,Maize,44,Clay,Early,0,0
23.02038334,61.89472002,63.03843397,Maize,10,Sandy,Late,0,0
24.89364635,65.61418761,87.9298085,Maize,44,Clay,Mid,0,0
25.77175115,74.089114,107.4931917,Maize,46,Sandy,Late,0,0
19.39851734,62.35750641,60.95197486,Maize,56,Clay,Late,0,0
21.54156232,59.64024162,109.7515385,Maize,23,Clay,Mid,0,0
23.79746068,74.82913698,91.76337172,Maize,12,Clay,Late,0,0
18.9802729,74.52600826,94.26249353,Maize,10,Sandy,Late,0,0
24.10859207,73.13112261,71.07562236,Maize,14,Sandy,Late,0,0
24.7947077,70.04556743,76.72860067,Maize,35,Loamy,Mid,0,0
21.63162756,60.27766379,69.21803098,Maize,23,Clay,Early,0,0
25.37548751,57.21025565,101.7004306,Maize,48,Loamy,Early,0,0
22.21738222,72.85462807,106.6213157,Maize,36,Loamy,Mid,0,0
20.58314011,69.00128641,66.29390357,Maize,18,Sandy,Early,0,0
24.87502824,68.74248334,91.26056654,Maize,24,Sandy,Late,0,0
20.03728219,56.35606753,109.024141,Maize,24,Loamy,Early,0,0
25.95263264,61.89082199,99.57981207,Maize,35,Clay,Late,0,0
19.28889933,65.47050802,71.3195307,Maize,51,Sandy,Early,0,0
20.57981887,65.34583901,78.34604471,Maize,22,Clay,Mid,0,0
24.71417533,56.73426469,88.45361858,Maize,41,Clay,Early,0,0
20.27317074,63.91281869,62.50351892,Maize,48,Loamy,Early,0,0
18.41932981,64.23580251,76.41312437,Maize,58,Loamy,Early,0,0
23.39128187,61.74427165,107.3198135,Maize,41,Loamy,Mid,0,0
19.84939404,61.24500053,100.7689246,Maize,13,Loamy,Early,0,0
21.869274,61.91044947,107.2681929,Maize,39,Sandy,Mid,0,0
22.8056033,56.50768935,101.5952794,Maize,46,Sandy,Late,0,0
19.0781471,69.02298571,80.72515943,Maize,32,Loamy,Early,0,0
22.02720976,65.35549924,83.73280082,Maize,48,Sandy,Mid,0,0
23.80546189,59.24537979,89.9622014,Maize,54,Loamy,Mid,0,0
18.52510753,69.0276233,88.10234397,Maize,24,Clay,Early,0,0
23.50297882,61.32026065,64.77791424,Maize,52,Clay,Late,1,20
26.54986394,72.89187265,73.33636055,Maize,38,Clay,Mid,0,0
19.29563411,69.63481219,83.21030571,Maize,45,Loamy,Early,0,0
20.68899915,59.4375337,103.651438,Maize,22,Clay,Late,0,0
19.32666088,68.034493,84.22969177,Maize,41,Sandy,Mid,0,0
24.60532218,73.58868502,96.59195302,Maize,16,Clay,Mid,0,0
22.27373646,59.52193158,67.96704792,Maize,31,Clay,Late,0,0
25.70196694,61.33450447,83.20711308,Maize,37,Clay,Late,0,0
19.20129357,68.30578978,87.85092352,Maize,11,Sandy,Early,0,0
21.70181447,60.47470519,95.71388473,Maize,51,Loamy,Early,0,0
20.51716779,59.21235483,67.61013737,Maize,54,Sandy,Mid,0,0
23.30355338,73.62548442,97.59081274,Maize,15,Loamy,Late,0,0
24.2547451,55.64709899,64.23845455,Maize,37,Loamy,Late,0,0
24.86374934,65.7420046,75.82270467,Maize,37,Clay,Late,0,0
22.6265115,65.77472881,88.17251033,Maize,53,Loamy,Mid,0,0
18.04185513,60.61494304,104.2321615,Maize,53,Sandy,Late,1,25
23.26237612,72.33125523,67.10225139,Maize,29,Sandy,Late,0,0
22.88330922,71.59722446,67.72777298,Maize,39,Loamy,Mid,0,0
25.97482359,69.36385721,103.2234212,Maize,20,Clay,Early,0,0
26.14384005,66.20569924,107.2361366,Maize,37,Clay,Early,0,0
18.66116213,61.55327249,75.03247667,Maize,34,Sandy,Mid,0,0
25.10787449,55.97732754,78.16077693,Maize,48,Clay,Late,0,0
23.33844615,59.24580604,105.0083144,Maize,42,Loamy,Mid,0,0
25.08239719,65.92195844,62.49190812,Maize,10,Loamy,Early,1,20
25.36768364,72.52054555,107.9124111,Maize,36,Sandy,Early,0,0
25.34217103,63.31801994,74.52082026,Maize,22,Loamy,Mid,1,25
25.00933355,67.816568,62.91359494,Maize,50,Sandy,Mid,0,0
18.66746724,71.516474,69.93293255,Maize,12,Loamy,Early,0,0
20.37999665,63.73849998,108.5054416,Maize,48,Sandy,Mid,0,0
18.09300227,72.61024172,78.96159541,Maize,15,Clay,Early,0,0
26.16985907,71.96246617,79.84925393,Maize,17,Loamy,Mid,1,25
18.65396672,61.37879671,93.62039175,Maize,36,Loamy,Mid,0,0
26.07470121,59.37147589,85.75692395,Maize,18,Sandy,Mid,0,0
18.92851916,72.80086137,82.34162918,Maize,46,Sandy,Early,0,0
23.30546753,63.24648023,108.7603001,Maize,42,Loamy,Mid,0,0
18.74826712,62.49878458,70.23401597,Maize,51,Sandy,Early,0,0
19.74213321,59.66263104,65.50861389,Maize,53,Loamy,Early,0,0
25.73044432,70.74739256,98.73771338,Maize,33,Clay,Mid,0,0
17.02498456,16.98861173,88.55123143,ChickPea,24,Sandy,Mid,0,0
19.02061277,17.13159126,79.92698081,ChickPea,41,Loamy,Early,0,0
17.88776475,15.40589717,68.54932919,ChickPea,41,Clay,Early,0,0
18.86805647,15.65809214,88.51048983,ChickPea,33,Clay,Late,0,0
18.36952567,19.56381041,79.26357665,ChickPea,50,Loamy,Early,0,0
20.45078582,15.40312102,92.68373702,ChickPea,58,Sandy,Late,0,0
20.6543203,16.60820843,74.6631118,ChickPea,58,Loamy,Late,0,0
17.3348681,18.74926979,82.61734721,ChickPea,21,Clay,Late,0,0
18.17912258,18.90426935,81.84997529,ChickPea,48,Loamy,Mid,0,0
18.01272266,18.30968112,81.98568791,ChickPea,11,Sandy,Mid,0,0
20.99373558,19.33470387,93.55280105,ChickPea,12,Clay,Early,0,0
19.46233971,15.22538951,74.58565097,ChickPea,58,Loamy,Late,0,0
19.81344531,14.69765308,78.96514709,ChickPea,46,Sandy,Mid,0,0
18.97424756,19.5161216,80.7108745,ChickPea,58,Clay,Mid,0,0
18.19737048,14.71070537,70.18185181,ChickPea,26,Sandy,Mid,0,0
18.72963144,19.18197264,71.58010169,ChickPea,58,Clay,Mid,0,0
20.99502153,19.8601304,73.50734019,ChickPea,11,Loamy,Mid,0,0
20.28155898,16.39535215,82.52339655,ChickPea,11,Sandy,Late,1,25
17.48042641,15.7559405,66.96980581,ChickPea,37,Clay,Late,0,0
20.88818675,14.32313811,90.46228334,ChickPea,32,Sandy,Late,0,0
17.08498521,16.14565756,71.31007253,ChickPea,46,Sandy,Late,0,0
20.09340593,15.11279612,85.74904898,ChickPea,41,Loamy,Early,0,0
17.57212145,14.99927489,89.31050665,ChickPea,42,Sandy,Late,0,0
19.12065218,18.43475844,85.52950164,ChickPea,10,Clay,Mid,0,0
18.57665902,19.22008229,72.94940441,ChickPea,28,Clay,Late,0,0
17.16606398,14.42457525,72.32667516,ChickPea,11,Clay,Early,0,0
18.2872007,16.67921616,74.87445574,ChickPea,53,Clay,Mid,0,0
19.03025305,18.66725565,94.70992037,ChickPea,35,Loamy,Late,0,0
17.1418614,17.0662427,83.74606679,ChickPea,41,Sandy,Late,1,25
17.47809436,17.93253975,78.92060234,ChickPea,15,Loamy,Late,0,0
20.56601874,14.25803981,83.75937135,ChickPea,41,Sandy,Mid,0,0
17.22385224,15.82069268,76.57580954,ChickPea,13,Sandy,Mid,0,0
19.69141713,19.44225438,91.76071648,ChickPea,20,Sandy,Early,0,0
17.84851658,19.09172907,76.32470713,ChickPea,26,Loamy,Mid,0,0
18.8202251,16.1074793,89.73119396,ChickPea,47,Sandy,Mid,0,0
17.47500984,16.54314829,93.35034262,ChickPea,33,Loamy,Late,0,0
18.72649425,17.58406365,81.20176515,ChickPea,14,Clay,Mid,0,0
18.65580107,16.17772668,81.70769297,ChickPea,43,Clay,Late,0,0
18.2356751,19.68538502,83.74879344,ChickPea,15,Sandy,Late,0,0
18.81198127,15.21618225,77.5429424,ChickPea,31,Loamy,Mid,0,0
18.65054116,17.80852431,77.92798682,ChickPea,20,Clay,Early,0,0
20.36720401,16.89574311,82.2545577,ChickPea,57,Loamy,Early,0,0
18.38120357,16.63805158,70.52056697,ChickPea,25,Loamy,Mid,0,0
17.17012591,17.30457712,72.78624223,ChickPea,42,Sandy,Early,0,0
19.37101121,15.77458129,85.24819851,ChickPea,18,Clay,Late,0,0
17.92845928,14.27327988,85.37378769,ChickPea,15,Sandy,Late,0,0
19.45339934,18.23490739,75.6317566,ChickPea,25,Sandy,Mid,0,0
19.12829388,14.92241479,89.61857826,ChickPea,38,Clay,Early,0,0
19.1034283,17.26184541,75.49101167,ChickPea,12,Clay,Early,0,0
17.48504075,16.96070581,86.05078037,ChickPea,29,Loamy,Late,0,0
19.40751744,18.98030507,80.25064637,ChickPea,45,Clay,Mid,0,0
20.18649426,19.63719995,78.26039559,ChickPea,28,Loamy,Early,0,0
17.30287885,15.15405941,75.57790384,ChickPea,35,Loamy,Mid,1,25
17.50361137,15.48083156,72.9446671,ChickPea,12,Loamy,Early,0,0
18.17234999,14.70085967,90.7760707,ChickPea,28,Clay,Late,0,0
17.57445618,16.71826572,77.81891424,ChickPea,29,Sandy,Late,0,0
20.93175255,18.91295403,78.06910795,ChickPea,41,Loamy,Mid,0,0
19.71098332,17.63879418,85.57925437,ChickPea,16,Sandy,Late,0,0
19.07937684,17.86754927,69.40619137,ChickPea,50,Sandy,Early,0,0
18.54988627,16.02542689,76.32565249,ChickPea,42,Clay,Late,0,0
18.19903647,17.41333199,80.6405403,ChickPea,49,Sandy,Mid,0,0
18.88852533,14.99451145,80.1113384,ChickPea,48,Sandy,Mid,0,0
18.49311205,14.72115044,91.94595352,ChickPea,27,Clay,Mid,0,0
19.48974337,17.17260319,87.51312796,ChickPea,49,Loamy,Early,0,0
17.25769499,18.74943955,94.00287214,ChickPea,10,Sandy,Early,0,0
19.62416326,18.71483156,88.4585692,ChickPea,20,Clay,Early,0,0
20.67526473,19.85388984,84.78344008,ChickPea,37,Sandy,Early,0,0
20.02381489,16.63294455,68.97806542,ChickPea,34,Sandy,Early,0,0
20.1187446,14.44228303,88.68168643,ChickPea,59,Loamy,Late,0,0
20.65691793,15.84572566,65.23811143,ChickPea,32,Sandy,Early,0,0
19.2582557,14.2804191,65.78042032,ChickPea,40,Clay,Early,0,0
17.927806,15.85622899,74.63872762,ChickPea,39,Sandy,Late,0,0
19.16288268,15.83500655,82.69766829,ChickPea,51,Loamy,Early,0,0
20.26942271,19.96978871,69.64449182,ChickPea,44,Loamy,Mid,0,0
17.09104223,18.25142068,87.27444866,ChickPea,16,Clay,Early,0,0
17.06579293,17.54024066,70.87150577,ChickPea,25,Loamy,Early,0,0
20.62767492,14.44008871,92.06630306,ChickPea,35,Sandy,Mid,0,0
20.8248451,17.85057083,79.20509212,ChickPea,57,Loamy,Mid,0,0
19.46210401,18.72831993,68.81405149,ChickPea,58,Clay,Mid,0,0
17.18248372,16.42891834,72.85017344,ChickPea,11,Loamy,Mid,0,0
17.48911699,16.39055394,79.45758333,ChickPea,10,Loamy,Early,0,0
17.48395377,14.76014523,65.11365631,ChickPea,57,Loamy,Mid,0,0
19.48316794,17.44534641,80.4986291,ChickPea,21,Clay,Mid,0,0
19.71359733,18.09665739,73.64476535,ChickPea,14,Loamy,Late,0,0
19.48649305,16.06240074,81.5284269,ChickPea,46,Loamy,Mid,0,0
19.95264829,14.82633099,88.6810311,ChickPea,41,Sandy,Mid,0,0
19.41789736,16.80472243,68.4951189,ChickPea,18,Clay,Late,0,0
19.45591848,18.02235902,78.44910564,ChickPea,50,Loamy,Late,0,0
20.19137759,16.41998269,77.33795356,ChickPea,44,Clay,Early,0,0
18.8392908,14.74071856,94.78189594,ChickPea,28,Loamy,Late,0,0
20.71219282,19.83643308,94.03659867,ChickPea,57,Loamy,Early,0,0
18.99424448,15.9362937,78.69707199,ChickPea,25,Loamy,Late,0,0
19.96837462,15.57324389,69.15759062,ChickPea,12,Sandy,Late,0,0
17.81564548,17.60756635,90.82097601,ChickPea,29,Sandy,Early,0,0
20.71424384,15.27824066,76.77888672,ChickPea,33,Sandy,Late,0,0
17.34150229,18.75626255,67.9545435,ChickPea,42,Clay,Early,0,0
17.43732714,14.33847406,73.0926704,ChickPea,33,Clay,Late,0,0
18.89780215,19.76182946,69.09512477,ChickPea,20,Sandy,Mid,0,0
18.59190771,14.77959596,89.60982451,ChickPea,58,Clay,Late,0,0
18.31561493,15.36143547,81.78710463,ChickPea,17,Loamy,Early,0,0
17.13692774,20.59541693,128.256862,KidneyBeans,45,Loamy,Late,0,0
19.63474332,18.90705639,106.3598183,KidneyBeans,47,Loamy,Early,0,0
22.91350245,21.33953114,109.225556,KidneyBeans,49,Sandy,Early,0,0
16.43340342,24.24045875,140.3717815,KidneyBeans,29,Clay,Mid,0,0
22.13974653,23.02251117,76.64128258,KidneyBeans,44,Sandy,Mid,0,0
17.84806561,18.77621951,143.0984171,KidneyBeans,57,Clay,Early,0,0
19.88394011,20.31564139,60.91974792,KidneyBeans,34,Loamy,Late,0,0
19.32509638,23.3334788,104.7783947,KidneyBeans,44,Sandy,Early,0,0
18.4167001,23.42829938,132.9801054,KidneyBeans,34,Clay,Early,0,0
21.81167649,23.20591245,130.0608093,KidneyBeans,38,Clay,Late,0,0
19.72702528,18.28173015,143.7630894,KidneyBeans,27,Loamy,Late,0,0
17.15432954,19.87070659,87.99669731,KidneyBeans,55,Sandy,Late,0,0
19.62207826,18.67170854,144.1567454,KidneyBeans,27,Sandy,Late,0,0
21.63149148,21.17919701,134.3649948,KidneyBeans,11,Sandy,Early,0,0
16.06522754,18.72479695,88.06638775,KidneyBeans,44,Loamy,Early,1,20
20.61162204,24.36314135,69.63833855,KidneyBeans,25,Sandy,Mid,0,0
21.42451099,20.39659714,116.5206923,KidneyBeans,50,Loamy,Early,0,0
19.07096165,21.21092266,86.21917578,KidneyBeans,45,Loamy,Late,0,0
21.18853178,19.63438599,137.1948633,KidneyBeans,42,Loamy,Mid,0,0
23.0429097,22.42610972,108.3684316,KidneyBeans,13,Clay,Late,0,0
20.65375833,23.10538637,67.71768947,KidneyBeans,42,Sandy,Early,0,0
18.09551014,18.29318436,144.7902323,KidneyBeans,23,Sandy,Mid,0,0
18.23775702,21.07643273,69.44951585,KidneyBeans,30,Loamy,Late,0,0
17.48189735,18.8251973,121.9401369,KidneyBeans,57,Loamy,Mid,0,0
19.9191786,21.47324158,82.68554379,KidneyBeans,29,Sandy,Mid,0,0
20.27514686,23.2353604,139.7521543,KidneyBeans,17,Loamy,Early,0,0
15.77370214,19.2303162,108.3441414,KidneyBeans,16,Sandy,Late,0,0
16.71170642,19.17651433,96.77285817,KidneyBeans,12,Clay,Mid,0,0
17.66148158,18.15302753,100.6711761,KidneyBeans,26,Loamy,Mid,0,0
18.50692825,23.61670065,87.0513289,KidneyBeans,42,Sandy,Late,0,0
24.51324787,20.81527638,64.19497947,KidneyBeans,57,Loamy,Mid,0,0
18.87614998,24.54038287,105.4120514,KidneyBeans,21,Sandy,Mid,1,30
21.59343016,20.31871249,61.13872036,KidneyBeans,31,Sandy,Mid,0,0
20.12373284,24.45202552,106.158201,KidneyBeans,31,Loamy,Late,0,0
15.43546065,18.37477907,139.0302034,KidneyBeans,55,Clay,Late,0,0
22.64236876,21.59396123,122.3886015,KidneyBeans,39,Sandy,Late,0,0
21.98560799,24.87304788,129.5650601,KidneyBeans,47,Sandy,Late,0,0
20.53052663,18.09224048,120.4509288,KidneyBeans,47,Sandy,Early,0,0
15.78601387,21.14544088,95.17028129,KidneyBeans,54,Clay,Mid,1,25
19.6365349,19.68751084,96.65888933,KidneyBeans,17,Clay,Late,0,0
20.57341244,19.7520218,87.87869161,KidneyBeans,36,Loamy,Mid,0,0
20.16080524,24.84207559,138.2362122,KidneyBeans,36,Clay,Mid,0,0
21.53989176,24.25386207,120.6913038,KidneyBeans,43,Loamy,Early,0,0
15.53834801,23.75560241,107.3850593,KidneyBeans,30,Loamy,Late,0,0
19.91853092,20.70099804,108.6434544,KidneyBeans,39,Clay,Late,0,0
20.76952209,18.93146941,109.0193712,KidneyBeans,42,Loamy,Mid,0,0
23.46168338,23.22197648,95.84253438,KidneyBeans,37,Clay,Late,0,0
24.32116642,21.0278674,60.27552528,KidneyBeans,56,Loamy,Mid,0,0
20.12574053,24.96969858,100.0497183,KidneyBeans,42,Clay,Mid,0,0
21.80619564,18.57086554,125.0972687,KidneyBeans,14,Clay,Early,0,0
19.52226241,24.92607153,113.334026,KidneyBeans,57,Loamy,Early,0,0
17.00067625,19.90790546,103.2926407,KidneyBeans,28,Sandy,Early,0,0
16.78791503,24.96881755,75.45328039,KidneyBeans,13,Loamy,Mid,0,0
24.84906168,22.89464642,62.21292186,KidneyBeans,44,Clay,Late,0,0
16.51783455,20.4555596,98.77794225,KidneyBeans,58,Sandy,Early,0,0
18.15300153,19.38602098,107.6907964,KidneyBeans,26,Loamy,Late,0,0
23.18864385,22.3104551,63.38208822,KidneyBeans,53,Loamy,Early,0,0
23.38002569,21.98879437,87.66898664,KidneyBeans,37,Loamy,Early,0,0
18.358923,19.37703396,138.414764,KidneyBeans,39,Sandy,Mid,0,0
19.25975367,20.51346956,94.9533526,KidneyBeans,38,Clay,Early,0,0
22.95458237,24.03553105,107.7315386,KidneyBeans,55,Loamy,Early,0,0
20.120043,22.89845607,104.6252153,KidneyBeans,15,Loamy,Mid,0,0
21.14011423,22.7182355,141.6056722,KidneyBeans,44,Loamy,Late,0,0
24.92360104,18.22590825,62.7089169,KidneyBeans,50,Loamy,Early,0,0
15.33042636,24.91506728,135.3315583,KidneyBeans,46,Loamy,Mid,0,0
18.81097271,21.27833035,125.084915,KidneyBeans,33,Clay,Early,0,0
23.44260668,22.77255917,107.4137246,KidneyBeans,38,Clay,Mid,0,0
22.8352024,18.97267518,63.59276673,KidneyBeans,58,Loamy,Late,0,0
24.9035819,22.27512704,146.4727237,KidneyBeans,55,Sandy,Late,0,0
23.78709569,24.35679348,119.6404412,KidneyBeans,40,Clay,Mid,0,0
22.05592283,19.60379304,126.7265372,KidneyBeans,44,Sandy,Mid,0,0
18.87492997,20.18238348,134.1811718,KidneyBeans,42,Clay,Mid,0,0
